time,station,temperature,wind_dir,wind_speed,wind_impact,clouds,weather
Aktuálny stav počasia - 05.10.2021 - 19:00 LSEČ,Bratislava - Mlynská Dolina,20.8 °C,JV,5 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 19:00 LSEČ,Bratislava Ivanka,19.2 °C,JV,5 m/s,,Takmer zamračené,
Aktuálny stav počasia - 05.10.2021 - 19:00 LSEČ,Bratislava Koliba,19.7 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 20:00 LSEČ,Bratislava - Mlynská Dolina,20.3 °C,JV,4 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 20:00 LSEČ,Bratislava Ivanka,18.9 °C,JV,3 m/s,,Takmer zamračené,
Aktuálny stav počasia - 05.10.2021 - 20:00 LSEČ,Bratislava Koliba,18.9 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 20:00 LSEČ,Bratislava - Mlynská Dolina,20.3 °C,JV,4 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 20:00 LSEČ,Bratislava Ivanka,18.9 °C,JV,3 m/s,,Takmer zamračené,
Aktuálny stav počasia - 05.10.2021 - 20:00 LSEČ,Bratislava Koliba,18.9 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 21:00 LSEČ,Bratislava - Mlynská Dolina,19.5 °C,JV,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 21:00 LSEČ,Bratislava Ivanka,19.5 °C,JV,6 m/s,,Takmer zamračené,
Aktuálny stav počasia - 05.10.2021 - 21:00 LSEČ,Bratislava Koliba,18.3 °C,PREM,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 21:00 LSEČ,Bratislava - Mlynská Dolina,19.5 °C,JV,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 21:00 LSEČ,Bratislava Ivanka,19.5 °C,JV,6 m/s,,Takmer zamračené,
Aktuálny stav počasia - 05.10.2021 - 21:00 LSEČ,Bratislava Koliba,18.3 °C,PREM,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 22:00 LSEČ,Bratislava - Mlynská Dolina,18.9 °C,JV,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 22:00 LSEČ,Bratislava Ivanka,17.7 °C,JV,2 m/s,,Takmer zamračené,
Aktuálny stav počasia - 05.10.2021 - 22:00 LSEČ,Bratislava Koliba,17.8 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 22:00 LSEČ,Bratislava - Mlynská Dolina,18.9 °C,JV,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 22:00 LSEČ,Bratislava Ivanka,17.7 °C,JV,2 m/s,,Takmer zamračené,
Aktuálny stav počasia - 05.10.2021 - 22:00 LSEČ,Bratislava Koliba,17.8 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 23:00 LSEČ,Bratislava - Mlynská Dolina,18.4 °C,V,2 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 23:00 LSEČ,Bratislava Ivanka,17.4 °C,V,2 m/s,,Takmer zamračené,
Aktuálny stav počasia - 05.10.2021 - 23:00 LSEČ,Bratislava Koliba,16.7 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 23:00 LSEČ,Bratislava - Mlynská Dolina,18.4 °C,V,2 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 23:00 LSEČ,Bratislava Ivanka,17.4 °C,V,2 m/s,,Takmer zamračené,
Aktuálny stav počasia - 05.10.2021 - 23:00 LSEČ,Bratislava Koliba,16.7 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 23:00 LSEČ,Bratislava - Mlynská Dolina,18.4 °C,V,2 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 23:00 LSEČ,Bratislava Ivanka,17.4 °C,V,2 m/s,,Takmer zamračené,
Aktuálny stav počasia - 05.10.2021 - 23:00 LSEČ,Bratislava Koliba,16.7 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 00:00 LSEČ,Bratislava - Mlynská Dolina,18.5 °C,JV,3 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 00:00 LSEČ,Bratislava Ivanka,16.6 °C,PREM,2 m/s,,Takmer zamračené,
Aktuálny stav počasia - 06.10.2021 - 00:00 LSEČ,Bratislava Koliba,16.6 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 01:00 LSEČ,Bratislava - Mlynská Dolina,17.9 °C,JV,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 01:00 LSEČ,Bratislava Ivanka,16.8 °C,V,2 m/s,,Takmer zamračené,
Aktuálny stav počasia - 06.10.2021 - 01:00 LSEČ,Bratislava Koliba,16.5 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 01:00 LSEČ,Bratislava - Mlynská Dolina,17.9 °C,JV,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 01:00 LSEČ,Bratislava Ivanka,16.8 °C,V,2 m/s,,Takmer zamračené,
Aktuálny stav počasia - 06.10.2021 - 01:00 LSEČ,Bratislava Koliba,16.5 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 02:00 LSEČ,Bratislava - Mlynská Dolina,17.8 °C,JV,3 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 02:00 LSEČ,Bratislava Ivanka,16.3 °C,PREM,2 m/s,,Zamračené,
Aktuálny stav počasia - 06.10.2021 - 02:00 LSEČ,Bratislava Koliba,16.3 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 02:00 LSEČ,Bratislava - Mlynská Dolina,17.8 °C,JV,3 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 02:00 LSEČ,Bratislava Ivanka,16.3 °C,PREM,2 m/s,,Zamračené,
Aktuálny stav počasia - 06.10.2021 - 02:00 LSEČ,Bratislava Koliba,16.3 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 03:00 LSEČ,Bratislava - Mlynská Dolina,17.2 °C,V,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 03:00 LSEČ,Bratislava Ivanka,15.8 °C,V,3 m/s,,Zamračené,
Aktuálny stav počasia - 06.10.2021 - 03:00 LSEČ,Bratislava Koliba,15.0 °C,SV,2 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 03:00 LSEČ,Bratislava - Mlynská Dolina,17.2 °C,V,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 03:00 LSEČ,Bratislava Ivanka,15.8 °C,V,3 m/s,,Zamračené,
Aktuálny stav počasia - 06.10.2021 - 03:00 LSEČ,Bratislava Koliba,15.0 °C,SV,2 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 04:00 LSEČ,Bratislava - Mlynská Dolina,15.3 °C,V,2 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 04:00 LSEČ,Bratislava Ivanka,14.3 °C,SV,3 m/s,,Oblačno,
Aktuálny stav počasia - 06.10.2021 - 04:00 LSEČ,Bratislava Koliba,14.1 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 04:00 LSEČ,Bratislava - Mlynská Dolina,15.3 °C,V,2 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 04:00 LSEČ,Bratislava Ivanka,14.3 °C,SV,3 m/s,,Oblačno,
Aktuálny stav počasia - 06.10.2021 - 04:00 LSEČ,Bratislava Koliba,14.1 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 05:00 LSEČ,Bratislava - Mlynská Dolina,14.2 °C,V,2 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 05:00 LSEČ,Bratislava Ivanka,14.0 °C,SV,4 m/s,,Takmer zamračené,
Aktuálny stav počasia - 06.10.2021 - 05:00 LSEČ,Bratislava Koliba,13.0 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 05:00 LSEČ,Bratislava - Mlynská Dolina,14.2 °C,V,2 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 05:00 LSEČ,Bratislava Ivanka,14.0 °C,SV,4 m/s,,Takmer zamračené,
Aktuálny stav počasia - 06.10.2021 - 05:00 LSEČ,Bratislava Koliba,13.0 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 06:00 LSEČ,Bratislava - Mlynská Dolina,13.9 °C,V,2 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 06:00 LSEČ,Bratislava Ivanka,13.8 °C,SV,3 m/s,,Zamračené,
Aktuálny stav počasia - 06.10.2021 - 06:00 LSEČ,Bratislava Koliba,13.0 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 06:00 LSEČ,Bratislava - Mlynská Dolina,13.9 °C,V,2 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 06:00 LSEČ,Bratislava Ivanka,13.8 °C,SV,3 m/s,,Zamračené,
Aktuálny stav počasia - 06.10.2021 - 06:00 LSEČ,Bratislava Koliba,13.0 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 07:00 LSEČ,Bratislava - Mlynská Dolina,13.2 °C,SZ,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 07:00 LSEČ,Bratislava Ivanka,13.4 °C,S,4 m/s,,Takmer zamračené,Po daždi
Aktuálny stav počasia - 06.10.2021 - 07:00 LSEČ,Bratislava Koliba,12.4 °C,PREM,2 m/s,,Zamračené,Po daždi
Aktuálny stav počasia - 06.10.2021 - 07:00 LSEČ,Bratislava - Mlynská Dolina,13.2 °C,SZ,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 07:00 LSEČ,Bratislava Ivanka,13.4 °C,S,4 m/s,,Takmer zamračené,Po daždi
Aktuálny stav počasia - 06.10.2021 - 07:00 LSEČ,Bratislava Koliba,12.4 °C,PREM,2 m/s,,Zamračené,Po daždi
Aktuálny stav počasia - 06.10.2021 - 08:00 LSEČ,Bratislava - Mlynská Dolina,13.2 °C,V,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 08:00 LSEČ,Bratislava Ivanka,13.3 °C,SV,3 m/s,,Takmer zamračené,
Aktuálny stav počasia - 06.10.2021 - 08:00 LSEČ,Bratislava Koliba,12.3 °C,PREM,2 m/s,,Zamračené,
Aktuálny stav počasia - 06.10.2021 - 08:00 LSEČ,Bratislava - Mlynská Dolina,13.2 °C,V,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 08:00 LSEČ,Bratislava Ivanka,13.3 °C,SV,3 m/s,,Takmer zamračené,
Aktuálny stav počasia - 06.10.2021 - 08:00 LSEČ,Bratislava Koliba,12.3 °C,PREM,2 m/s,,Zamračené,
Aktuálny stav počasia - 06.10.2021 - 09:00 LSEČ,Bratislava - Mlynská Dolina,12.7 °C,V,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 09:00 LSEČ,Bratislava Ivanka,12.9 °C,SV,5 m/s,,Zamračené,
Aktuálny stav počasia - 06.10.2021 - 09:00 LSEČ,Bratislava Koliba,11.9 °C,PREM,2 m/s,,Zamračené,
Aktuálny stav počasia - 06.10.2021 - 09:00 LSEČ,Bratislava - Mlynská Dolina,12.7 °C,V,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 09:00 LSEČ,Bratislava Ivanka,12.9 °C,SV,5 m/s,,Zamračené,
Aktuálny stav počasia - 06.10.2021 - 09:00 LSEČ,Bratislava Koliba,11.9 °C,PREM,2 m/s,,Zamračené,
Aktuálny stav počasia - 06.10.2021 - 10:00 LSEČ,Bratislava - Mlynská Dolina,12.6 °C,V,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 10:00 LSEČ,Bratislava Ivanka,12.6 °C,SV,5 m/s,,Zamračené,
Aktuálny stav počasia - 06.10.2021 - 10:00 LSEČ,Bratislava Koliba,11.7 °C,PREM,2 m/s,,Zamračené,
Aktuálny stav počasia - 06.10.2021 - 10:00 LSEČ,Bratislava - Mlynská Dolina,12.6 °C,V,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 10:00 LSEČ,Bratislava Ivanka,12.6 °C,SV,5 m/s,,Zamračené,
Aktuálny stav počasia - 06.10.2021 - 10:00 LSEČ,Bratislava Koliba,11.7 °C,PREM,2 m/s,,Zamračené,
Aktuálny stav počasia - 06.10.2021 - 11:00 LSEČ,Bratislava - Mlynská Dolina,11.9 °C,V,2 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 11:00 LSEČ,Bratislava Ivanka,12.2 °C,SV,5 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 06.10.2021 - 11:00 LSEČ,Bratislava Koliba,11.1 °C,PREM,2 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 06.10.2021 - 11:00 LSEČ,Bratislava - Mlynská Dolina,11.9 °C,V,2 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 11:00 LSEČ,Bratislava Ivanka,12.2 °C,SV,5 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 06.10.2021 - 11:00 LSEČ,Bratislava Koliba,11.1 °C,PREM,2 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 06.10.2021 - 12:00 LSEČ,Bratislava - Mlynská Dolina,11.9 °C,SV,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 12:00 LSEČ,Bratislava Ivanka,11.8 °C,SV,5 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 06.10.2021 - 12:00 LSEČ,Bratislava Koliba,11.0 °C,PREM,2 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 06.10.2021 - 12:00 LSEČ,Bratislava - Mlynská Dolina,11.9 °C,SV,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 12:00 LSEČ,Bratislava Ivanka,11.8 °C,SV,5 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 06.10.2021 - 12:00 LSEČ,Bratislava Koliba,11.0 °C,PREM,2 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 06.10.2021 - 13:00 LSEČ,Bratislava - Mlynská Dolina,11.5 °C,J,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 13:00 LSEČ,Bratislava Ivanka,11.9 °C,SV,4 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 06.10.2021 - 13:00 LSEČ,Bratislava Koliba,10.9 °C,PREM,2 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 06.10.2021 - 13:00 LSEČ,Bratislava - Mlynská Dolina,11.5 °C,J,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 13:00 LSEČ,Bratislava Ivanka,11.9 °C,SV,4 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 06.10.2021 - 13:00 LSEČ,Bratislava Koliba,10.9 °C,PREM,2 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 06.10.2021 - 14:00 LSEČ,Bratislava - Mlynská Dolina,11.4 °C,S,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 14:00 LSEČ,Bratislava Ivanka,11.8 °C,SV,3 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 06.10.2021 - 14:00 LSEČ,Bratislava Koliba,10.8 °C,PREM,1 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 06.10.2021 - 14:00 LSEČ,Bratislava - Mlynská Dolina,11.4 °C,S,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 14:00 LSEČ,Bratislava Ivanka,11.8 °C,SV,3 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 06.10.2021 - 14:00 LSEČ,Bratislava Koliba,10.8 °C,PREM,1 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 06.10.2021 - 15:00 LSEČ,Bratislava - Mlynská Dolina,11.5 °C,V,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 15:00 LSEČ,Bratislava Ivanka,12.0 °C,SV,4 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 06.10.2021 - 15:00 LSEČ,Bratislava Koliba,10.9 °C,PREM,2 m/s,,Zamračené,Po daždi
Aktuálny stav počasia - 06.10.2021 - 15:00 LSEČ,Bratislava - Mlynská Dolina,11.5 °C,V,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 15:00 LSEČ,Bratislava Ivanka,12.0 °C,SV,4 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 06.10.2021 - 15:00 LSEČ,Bratislava Koliba,10.9 °C,PREM,2 m/s,,Zamračené,Po daždi
Aktuálny stav počasia - 06.10.2021 - 16:00 LSEČ,Bratislava - Mlynská Dolina,11.4 °C,S,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 16:00 LSEČ,Bratislava Ivanka,11.5 °C,V,4 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 06.10.2021 - 16:00 LSEČ,Bratislava Koliba,10.7 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 16:00 LSEČ,Bratislava - Mlynská Dolina,11.4 °C,S,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 16:00 LSEČ,Bratislava Ivanka,11.5 °C,V,4 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 06.10.2021 - 16:00 LSEČ,Bratislava Koliba,10.7 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 17:00 LSEČ,Bratislava - Mlynská Dolina,11.1 °C,V,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 17:00 LSEČ,Bratislava Ivanka,11.2 °C,SV,2 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 06.10.2021 - 17:00 LSEČ,Bratislava Koliba,10.3 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 17:00 LSEČ,Bratislava - Mlynská Dolina,11.1 °C,V,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 17:00 LSEČ,Bratislava Ivanka,11.2 °C,SV,2 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 06.10.2021 - 17:00 LSEČ,Bratislava Koliba,10.3 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 17:00 LSEČ,Bratislava - Mlynská Dolina,11.1 °C,V,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 17:00 LSEČ,Bratislava Ivanka,11.2 °C,SV,2 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 06.10.2021 - 17:00 LSEČ,Bratislava Koliba,10.3 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 18:00 LSEČ,Bratislava - Mlynská Dolina,10.8 °C,SV,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 18:00 LSEČ,Bratislava Ivanka,11.0 °C,SV,3 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 06.10.2021 - 18:00 LSEČ,Bratislava Koliba,10.2 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 19:00 LSEČ,Bratislava - Mlynská Dolina,10.7 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 19:00 LSEČ,Bratislava Ivanka,11.0 °C,S,3 m/s,,Zamračené,Mrholenie
Aktuálny stav počasia - 06.10.2021 - 19:00 LSEČ,Bratislava Koliba,10.0 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 19:00 LSEČ,Bratislava - Mlynská Dolina,10.7 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 19:00 LSEČ,Bratislava Ivanka,11.0 °C,S,3 m/s,,Zamračené,Mrholenie
Aktuálny stav počasia - 06.10.2021 - 19:00 LSEČ,Bratislava Koliba,10.0 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 20:00 LSEČ,Bratislava - Mlynská Dolina,10.6 °C,S,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 20:00 LSEČ,Bratislava Ivanka,10.9 °C,SV,2 m/s,,Zamračené,Po mrholení
Aktuálny stav počasia - 06.10.2021 - 20:00 LSEČ,Bratislava Koliba,9.9 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 20:00 LSEČ,Bratislava - Mlynská Dolina,10.6 °C,S,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 20:00 LSEČ,Bratislava Ivanka,10.9 °C,SV,2 m/s,,Zamračené,Po mrholení
Aktuálny stav počasia - 06.10.2021 - 20:00 LSEČ,Bratislava Koliba,9.9 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 21:00 LSEČ,Bratislava - Mlynská Dolina,10.6 °C,Z,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 21:00 LSEČ,Bratislava Ivanka,10.9 °C,SV,3 m/s,,Zamračené,
Aktuálny stav počasia - 06.10.2021 - 21:00 LSEČ,Bratislava Koliba,9.8 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 21:00 LSEČ,Bratislava - Mlynská Dolina,10.6 °C,Z,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 21:00 LSEČ,Bratislava Ivanka,10.9 °C,SV,3 m/s,,Zamračené,
Aktuálny stav počasia - 06.10.2021 - 21:00 LSEČ,Bratislava Koliba,9.8 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 22:00 LSEČ,Bratislava - Mlynská Dolina,10.5 °C,SV,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 22:00 LSEČ,Bratislava Ivanka,10.8 °C,S,3 m/s,,Zamračené,Mrholenie
Aktuálny stav počasia - 06.10.2021 - 22:00 LSEČ,Bratislava Koliba,9.9 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 22:00 LSEČ,Bratislava - Mlynská Dolina,10.5 °C,SV,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 22:00 LSEČ,Bratislava Ivanka,10.8 °C,S,3 m/s,,Zamračené,Mrholenie
Aktuálny stav počasia - 06.10.2021 - 22:00 LSEČ,Bratislava Koliba,9.9 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 23:00 LSEČ,Bratislava - Mlynská Dolina,10.6 °C,S,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 23:00 LSEČ,Bratislava Ivanka,10.8 °C,S,3 m/s,,Zamračené,Mrholenie
Aktuálny stav počasia - 06.10.2021 - 23:00 LSEČ,Bratislava Koliba,9.8 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 23:00 LSEČ,Bratislava - Mlynská Dolina,10.6 °C,S,1 m/s,,,
Aktuálny stav počasia - 06.10.2021 - 23:00 LSEČ,Bratislava Ivanka,10.8 °C,S,3 m/s,,Zamračené,Mrholenie
Aktuálny stav počasia - 06.10.2021 - 23:00 LSEČ,Bratislava Koliba,9.8 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 07.10.2021 - 00:00 LSEČ,Bratislava - Mlynská Dolina,10.5 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 07.10.2021 - 00:00 LSEČ,Bratislava Ivanka,10.7 °C,S,3 m/s,,Zamračené,Mrholenie
Aktuálny stav počasia - 07.10.2021 - 00:00 LSEČ,Bratislava Koliba,9.8 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 07.10.2021 - 00:00 LSEČ,Bratislava - Mlynská Dolina,10.5 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 07.10.2021 - 00:00 LSEČ,Bratislava Ivanka,10.7 °C,S,3 m/s,,Zamračené,Mrholenie
Aktuálny stav počasia - 07.10.2021 - 00:00 LSEČ,Bratislava Koliba,9.8 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 07.10.2021 - 01:00 LSEČ,Bratislava - Mlynská Dolina,10.5 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 07.10.2021 - 01:00 LSEČ,Bratislava Ivanka,10.8 °C,S,2 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 07.10.2021 - 01:00 LSEČ,Bratislava Koliba,9.8 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 07.10.2021 - 01:00 LSEČ,Bratislava - Mlynská Dolina,10.5 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 07.10.2021 - 01:00 LSEČ,Bratislava Ivanka,10.8 °C,S,2 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 07.10.2021 - 01:00 LSEČ,Bratislava Koliba,9.8 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 07.10.2021 - 02:00 LSEČ,Bratislava - Mlynská Dolina,10.5 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 07.10.2021 - 02:00 LSEČ,Bratislava Ivanka,10.9 °C,S,3 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 07.10.2021 - 02:00 LSEČ,Bratislava Koliba,10.0 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 07.10.2021 - 02:00 LSEČ,Bratislava - Mlynská Dolina,10.5 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 07.10.2021 - 02:00 LSEČ,Bratislava Ivanka,10.9 °C,S,3 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 07.10.2021 - 02:00 LSEČ,Bratislava Koliba,10.0 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 07.10.2021 - 03:00 LSEČ,Bratislava - Mlynská Dolina,10.5 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 07.10.2021 - 03:00 LSEČ,Bratislava Ivanka,11.0 °C,S,3 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 07.10.2021 - 03:00 LSEČ,Bratislava Koliba,10.1 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 07.10.2021 - 03:00 LSEČ,Bratislava - Mlynská Dolina,10.5 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 07.10.2021 - 03:00 LSEČ,Bratislava Ivanka,11.0 °C,S,3 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 07.10.2021 - 03:00 LSEČ,Bratislava Koliba,10.1 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 07.10.2021 - 04:00 LSEČ,Bratislava - Mlynská Dolina,10.4 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 07.10.2021 - 04:00 LSEČ,Bratislava Ivanka,11.0 °C,S,2 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 07.10.2021 - 04:00 LSEČ,Bratislava Koliba,10.1 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 07.10.2021 - 04:00 LSEČ,Bratislava - Mlynská Dolina,10.4 °C,BEZV,0 m/s,,,
Aktuálny stav počasia - 07.10.2021 - 04:00 LSEČ,Bratislava Ivanka,11.0 °C,S,2 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 07.10.2021 - 04:00 LSEČ,Bratislava Koliba,10.1 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 07.10.2021 - 05:00 LSEČ,Bratislava - Mlynská Dolina,10.4 °C,S,1 m/s,,,
Aktuálny stav počasia - 07.10.2021 - 05:00 LSEČ,Bratislava Ivanka,11.0 °C,SV,3 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 07.10.2021 - 05:00 LSEČ,Bratislava Koliba,10.2 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 07.10.2021 - 05:00 LSEČ,Bratislava - Mlynská Dolina,10.4 °C,S,1 m/s,,,
Aktuálny stav počasia - 07.10.2021 - 05:00 LSEČ,Bratislava Ivanka,11.0 °C,SV,3 m/s,,Zamračené,Dážď
Aktuálny stav počasia - 07.10.2021 - 05:00 LSEČ,Bratislava Koliba,10.2 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 07.10.2021 - 06:00 LSEČ,Bratislava - Mlynská Dolina,10.5 °C,BEZV,0 m/s,,,
