time,station,temperature,wind_dir,wind_speed,wind_impact,clouds,weather
Aktuálny stav počasia - 04.10.2021 - 07:00 LSEČ,Bratislava Ivanka,11.3 °C,S,4 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 04.10.2021 - 07:00 LSEČ,Bratislava Koliba,11.8 °C,SV,2 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 07:00 LSEČ,Bratislava - Mlynská Dolina,13.3 °C,SV,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 07:00 LSEČ,Bratislava Ivanka,11.3 °C,S,4 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 04.10.2021 - 07:00 LSEČ,Bratislava Koliba,11.8 °C,SV,2 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 08:00 LSEČ,Bratislava - Mlynská Dolina,13.2 °C,V,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 08:00 LSEČ,Bratislava Ivanka,12.2 °C,S,4 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 04.10.2021 - 08:00 LSEČ,Bratislava Koliba,11.9 °C,PREM,2 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 08:00 LSEČ,Bratislava - Mlynská Dolina,13.2 °C,V,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 08:00 LSEČ,Bratislava Ivanka,12.2 °C,S,4 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 04.10.2021 - 08:00 LSEČ,Bratislava Koliba,11.9 °C,PREM,2 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 09:00 LSEČ,Bratislava - Mlynská Dolina,14.6 °C,V,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 09:00 LSEČ,Bratislava Ivanka,14.0 °C,S,4 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 04.10.2021 - 09:00 LSEČ,Bratislava Koliba,13.5 °C,PREM,2 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 09:00 LSEČ,Bratislava - Mlynská Dolina,14.6 °C,V,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 09:00 LSEČ,Bratislava Ivanka,14.0 °C,S,4 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 04.10.2021 - 09:00 LSEČ,Bratislava Koliba,13.5 °C,PREM,2 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 10:00 LSEČ,Bratislava - Mlynská Dolina,15.9 °C,V,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 10:00 LSEČ,Bratislava Ivanka,15.8 °C,SV,4 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 10:00 LSEČ,Bratislava Koliba,15.4 °C,PREM,2 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 10:00 LSEČ,Bratislava - Mlynská Dolina,15.9 °C,V,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 10:00 LSEČ,Bratislava Ivanka,15.8 °C,SV,4 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 10:00 LSEČ,Bratislava Koliba,15.4 °C,PREM,2 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 11:00 LSEČ,Bratislava - Mlynská Dolina,17.7 °C,V,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 11:00 LSEČ,Bratislava Ivanka,17.5 °C,SV,3 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 11:00 LSEČ,Bratislava Koliba,17.3 °C,PREM,2 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 11:00 LSEČ,Bratislava - Mlynská Dolina,17.7 °C,V,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 11:00 LSEČ,Bratislava Ivanka,17.5 °C,SV,3 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 11:00 LSEČ,Bratislava Koliba,17.3 °C,PREM,2 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 12:00 LSEČ,Bratislava - Mlynská Dolina,19.4 °C,V,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 12:00 LSEČ,Bratislava Ivanka,19.0 °C,SV,4 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 12:00 LSEČ,Bratislava Koliba,18.8 °C,SV,3 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 12:00 LSEČ,Bratislava - Mlynská Dolina,19.4 °C,V,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 12:00 LSEČ,Bratislava Ivanka,19.0 °C,SV,4 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 12:00 LSEČ,Bratislava Koliba,18.8 °C,SV,3 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 13:00 LSEČ,Bratislava - Mlynská Dolina,20.5 °C,JV,3 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 13:00 LSEČ,Bratislava Ivanka,20.9 °C,V,4 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 04.10.2021 - 13:00 LSEČ,Bratislava Koliba,20.3 °C,V,4 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 13:00 LSEČ,Bratislava - Mlynská Dolina,20.5 °C,JV,3 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 13:00 LSEČ,Bratislava Ivanka,20.9 °C,V,4 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 04.10.2021 - 13:00 LSEČ,Bratislava Koliba,20.3 °C,V,4 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 14:00 LSEČ,Bratislava - Mlynská Dolina,21.3 °C,JV,4 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 14:00 LSEČ,Bratislava Ivanka,22.3 °C,V,5 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 04.10.2021 - 14:00 LSEČ,Bratislava Koliba,21.7 °C,PREM,2 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 14:00 LSEČ,Bratislava - Mlynská Dolina,21.3 °C,JV,4 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 14:00 LSEČ,Bratislava Ivanka,22.3 °C,V,5 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 04.10.2021 - 14:00 LSEČ,Bratislava Koliba,21.7 °C,PREM,2 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 15:00 LSEČ,Bratislava - Mlynská Dolina,22.5 °C,JV,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 15:00 LSEČ,Bratislava Ivanka,22.8 °C,JV,4 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 04.10.2021 - 15:00 LSEČ,Bratislava Koliba,22.3 °C,V,3 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 15:00 LSEČ,Bratislava - Mlynská Dolina,22.5 °C,JV,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 15:00 LSEČ,Bratislava Ivanka,22.8 °C,JV,4 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 04.10.2021 - 15:00 LSEČ,Bratislava Koliba,22.3 °C,V,3 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 16:00 LSEČ,Bratislava - Mlynská Dolina,22.7 °C,JV,3 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 16:00 LSEČ,Bratislava Ivanka,23.3 °C,JV,4 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 16:00 LSEČ,Bratislava Koliba,23.2 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 16:00 LSEČ,Bratislava - Mlynská Dolina,22.7 °C,JV,3 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 16:00 LSEČ,Bratislava Ivanka,23.3 °C,JV,4 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 16:00 LSEČ,Bratislava Koliba,23.2 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 17:00 LSEČ,Bratislava - Mlynská Dolina,22.9 °C,JV,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 17:00 LSEČ,Bratislava Ivanka,23.5 °C,V,3 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 17:00 LSEČ,Bratislava Koliba,22.8 °C,V,3 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 17:00 LSEČ,Bratislava - Mlynská Dolina,22.9 °C,JV,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 17:00 LSEČ,Bratislava Ivanka,23.5 °C,V,3 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 17:00 LSEČ,Bratislava Koliba,22.8 °C,V,3 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 18:00 LSEČ,Bratislava - Mlynská Dolina,21.8 °C,V,1 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 18:00 LSEČ,Bratislava Ivanka,21.8 °C,SV,3 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 18:00 LSEČ,Bratislava Koliba,21.6 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 18:00 LSEČ,Bratislava - Mlynská Dolina,21.8 °C,V,1 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 18:00 LSEČ,Bratislava Ivanka,21.8 °C,SV,3 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 18:00 LSEČ,Bratislava Koliba,21.6 °C,PREM,1 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 19:00 LSEČ,Bratislava - Mlynská Dolina,20.6 °C,V,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 19:00 LSEČ,Bratislava Ivanka,19.4 °C,SV,4 m/s,,Polooblačno,
Aktuálny stav počasia - 04.10.2021 - 19:00 LSEČ,Bratislava Koliba,19.2 °C,S,3 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 19:00 LSEČ,Bratislava - Mlynská Dolina,20.6 °C,V,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 19:00 LSEČ,Bratislava Ivanka,19.4 °C,SV,4 m/s,,Polooblačno,
Aktuálny stav počasia - 04.10.2021 - 19:00 LSEČ,Bratislava Koliba,19.2 °C,S,3 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 20:00 LSEČ,Bratislava - Mlynská Dolina,19.3 °C,V,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 20:00 LSEČ,Bratislava Ivanka,18.4 °C,S,4 m/s,,Polooblačno,
Aktuálny stav počasia - 04.10.2021 - 20:00 LSEČ,Bratislava Koliba,18.1 °C,SV,3 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 20:00 LSEČ,Bratislava - Mlynská Dolina,19.3 °C,V,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 20:00 LSEČ,Bratislava Ivanka,18.4 °C,S,4 m/s,,Polooblačno,
Aktuálny stav počasia - 04.10.2021 - 20:00 LSEČ,Bratislava Koliba,18.1 °C,SV,3 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 21:00 LSEČ,Bratislava - Mlynská Dolina,18.5 °C,SV,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 21:00 LSEČ,Bratislava Ivanka,17.3 °C,S,3 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 21:00 LSEČ,Bratislava Koliba,17.0 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 21:00 LSEČ,Bratislava - Mlynská Dolina,18.5 °C,SV,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 21:00 LSEČ,Bratislava Ivanka,17.3 °C,S,3 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 21:00 LSEČ,Bratislava Koliba,17.0 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 22:00 LSEČ,Bratislava - Mlynská Dolina,17.8 °C,V,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 22:00 LSEČ,Bratislava Ivanka,16.9 °C,S,4 m/s,,Polooblačno,
Aktuálny stav počasia - 04.10.2021 - 22:00 LSEČ,Bratislava Koliba,16.3 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 22:00 LSEČ,Bratislava - Mlynská Dolina,17.8 °C,V,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 22:00 LSEČ,Bratislava Ivanka,16.9 °C,S,4 m/s,,Polooblačno,
Aktuálny stav počasia - 04.10.2021 - 22:00 LSEČ,Bratislava Koliba,16.3 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 23:00 LSEČ,Bratislava - Mlynská Dolina,17.2 °C,V,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 23:00 LSEČ,Bratislava Ivanka,15.5 °C,S,4 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 23:00 LSEČ,Bratislava Koliba,15.5 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 23:00 LSEČ,Bratislava - Mlynská Dolina,17.2 °C,V,2 m/s,,,
Aktuálny stav počasia - 04.10.2021 - 23:00 LSEČ,Bratislava Ivanka,15.5 °C,S,4 m/s,,Takmer jasno,
Aktuálny stav počasia - 04.10.2021 - 23:00 LSEČ,Bratislava Koliba,15.5 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 00:00 LSEČ,Bratislava - Mlynská Dolina,16.6 °C,V,1 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 00:00 LSEČ,Bratislava Ivanka,14.6 °C,SV,3 m/s,,Takmer jasno,
Aktuálny stav počasia - 05.10.2021 - 00:00 LSEČ,Bratislava Koliba,15.1 °C,SV,2 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 00:00 LSEČ,Bratislava - Mlynská Dolina,16.6 °C,V,1 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 00:00 LSEČ,Bratislava Ivanka,14.6 °C,SV,3 m/s,,Takmer jasno,
Aktuálny stav počasia - 05.10.2021 - 00:00 LSEČ,Bratislava Koliba,15.1 °C,SV,2 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 01:00 LSEČ,Bratislava - Mlynská Dolina,16.0 °C,V,2 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 01:00 LSEČ,Bratislava Ivanka,14.3 °C,SV,3 m/s,,Takmer jasno,
Aktuálny stav počasia - 05.10.2021 - 01:00 LSEČ,Bratislava Koliba,15.0 °C,PREM,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 01:00 LSEČ,Bratislava - Mlynská Dolina,16.0 °C,V,2 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 01:00 LSEČ,Bratislava Ivanka,14.3 °C,SV,3 m/s,,Takmer jasno,
Aktuálny stav počasia - 05.10.2021 - 01:00 LSEČ,Bratislava Koliba,15.0 °C,PREM,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 02:00 LSEČ,Bratislava - Mlynská Dolina,16.3 °C,V,2 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 02:00 LSEČ,Bratislava Ivanka,14.4 °C,SV,3 m/s,,Jasno,
Aktuálny stav počasia - 05.10.2021 - 02:00 LSEČ,Bratislava Koliba,14.6 °C,PREM,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 02:00 LSEČ,Bratislava - Mlynská Dolina,16.3 °C,V,2 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 02:00 LSEČ,Bratislava Ivanka,14.4 °C,SV,3 m/s,,Jasno,
Aktuálny stav počasia - 05.10.2021 - 02:00 LSEČ,Bratislava Koliba,14.6 °C,PREM,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 03:00 LSEČ,Bratislava - Mlynská Dolina,15.8 °C,V,2 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 03:00 LSEČ,Bratislava Ivanka,13.5 °C,S,4 m/s,,Jasno,
Aktuálny stav počasia - 05.10.2021 - 03:00 LSEČ,Bratislava Koliba,14.3 °C,SV,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 03:00 LSEČ,Bratislava - Mlynská Dolina,15.8 °C,V,2 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 03:00 LSEČ,Bratislava Ivanka,13.5 °C,S,4 m/s,,Jasno,
Aktuálny stav počasia - 05.10.2021 - 03:00 LSEČ,Bratislava Koliba,14.3 °C,SV,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 04:00 LSEČ,Bratislava - Mlynská Dolina,15.3 °C,V,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 04:00 LSEČ,Bratislava Ivanka,12.8 °C,S,3 m/s,,Jasno,
Aktuálny stav počasia - 05.10.2021 - 04:00 LSEČ,Bratislava Koliba,13.8 °C,SV,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 04:00 LSEČ,Bratislava - Mlynská Dolina,15.3 °C,V,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 04:00 LSEČ,Bratislava Ivanka,12.8 °C,S,3 m/s,,Jasno,
Aktuálny stav počasia - 05.10.2021 - 04:00 LSEČ,Bratislava Koliba,13.8 °C,SV,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 05:00 LSEČ,Bratislava - Mlynská Dolina,14.4 °C,V,1 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 05:00 LSEČ,Bratislava Ivanka,12.9 °C,S,3 m/s,,Jasno,
Aktuálny stav počasia - 05.10.2021 - 05:00 LSEČ,Bratislava Koliba,13.5 °C,SV,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 05:00 LSEČ,Bratislava - Mlynská Dolina,14.4 °C,V,1 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 05:00 LSEČ,Bratislava Ivanka,12.9 °C,S,3 m/s,,Jasno,
Aktuálny stav počasia - 05.10.2021 - 05:00 LSEČ,Bratislava Koliba,13.5 °C,SV,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 06:00 LSEČ,Bratislava - Mlynská Dolina,16.3 °C,JV,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 06:00 LSEČ,Bratislava Ivanka,12.3 °C,SV,3 m/s,,Jasno,
Aktuálny stav počasia - 05.10.2021 - 06:00 LSEČ,Bratislava Koliba,13.9 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 06:00 LSEČ,Bratislava - Mlynská Dolina,16.3 °C,JV,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 06:00 LSEČ,Bratislava Ivanka,12.3 °C,SV,3 m/s,,Jasno,
Aktuálny stav počasia - 05.10.2021 - 06:00 LSEČ,Bratislava Koliba,13.9 °C,PREM,2 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 07:00 LSEČ,Bratislava - Mlynská Dolina,15.9 °C,JV,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 07:00 LSEČ,Bratislava Ivanka,11.7 °C,S,4 m/s,,Takmer jasno,
Aktuálny stav počasia - 05.10.2021 - 07:00 LSEČ,Bratislava Koliba,13.2 °C,SV,3 m/s,,Takmer jasno,
Aktuálny stav počasia - 05.10.2021 - 07:00 LSEČ,Bratislava - Mlynská Dolina,15.9 °C,JV,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 07:00 LSEČ,Bratislava Ivanka,11.7 °C,S,4 m/s,,Takmer jasno,
Aktuálny stav počasia - 05.10.2021 - 07:00 LSEČ,Bratislava Koliba,13.2 °C,SV,3 m/s,,Takmer jasno,
Aktuálny stav počasia - 05.10.2021 - 08:00 LSEČ,Bratislava - Mlynská Dolina,15.7 °C,JV,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 08:00 LSEČ,Bratislava Ivanka,12.9 °C,S,2 m/s,,Takmer jasno,
Aktuálny stav počasia - 05.10.2021 - 08:00 LSEČ,Bratislava Koliba,14.1 °C,SV,3 m/s,,Takmer jasno,
Aktuálny stav počasia - 05.10.2021 - 08:00 LSEČ,Bratislava - Mlynská Dolina,15.7 °C,JV,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 08:00 LSEČ,Bratislava Ivanka,12.9 °C,S,2 m/s,,Takmer jasno,
Aktuálny stav počasia - 05.10.2021 - 08:00 LSEČ,Bratislava Koliba,14.1 °C,SV,3 m/s,,Takmer jasno,
Aktuálny stav počasia - 05.10.2021 - 09:00 LSEČ,Bratislava - Mlynská Dolina,16.0 °C,V,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 09:00 LSEČ,Bratislava Ivanka,15.1 °C,SV,3 m/s,,Jasno,
Aktuálny stav počasia - 05.10.2021 - 09:00 LSEČ,Bratislava Koliba,14.8 °C,SV,3 m/s,,Takmer jasno,
Aktuálny stav počasia - 05.10.2021 - 09:00 LSEČ,Bratislava - Mlynská Dolina,16.0 °C,V,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 09:00 LSEČ,Bratislava Ivanka,15.1 °C,SV,3 m/s,,Jasno,
Aktuálny stav počasia - 05.10.2021 - 09:00 LSEČ,Bratislava Koliba,14.8 °C,SV,3 m/s,,Takmer jasno,
Aktuálny stav počasia - 05.10.2021 - 10:00 LSEČ,Bratislava - Mlynská Dolina,18.2 °C,V,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 10:00 LSEČ,Bratislava Ivanka,17.7 °C,V,4 m/s,,Takmer jasno,
Aktuálny stav počasia - 05.10.2021 - 10:00 LSEČ,Bratislava Koliba,16.8 °C,PREM,2 m/s,,Takmer jasno,
Aktuálny stav počasia - 05.10.2021 - 10:00 LSEČ,Bratislava - Mlynská Dolina,18.2 °C,V,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 10:00 LSEČ,Bratislava Ivanka,17.7 °C,V,4 m/s,,Takmer jasno,
Aktuálny stav počasia - 05.10.2021 - 10:00 LSEČ,Bratislava Koliba,16.8 °C,PREM,2 m/s,,Takmer jasno,
Aktuálny stav počasia - 05.10.2021 - 11:00 LSEČ,Bratislava - Mlynská Dolina,18.5 °C,JV,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 11:00 LSEČ,Bratislava Ivanka,18.8 °C,JV,6 m/s,,Oblačno,
Aktuálny stav počasia - 05.10.2021 - 11:00 LSEČ,Bratislava Koliba,17.8 °C,V,3 m/s,,Oblačno,
Aktuálny stav počasia - 05.10.2021 - 11:00 LSEČ,Bratislava - Mlynská Dolina,18.5 °C,JV,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 11:00 LSEČ,Bratislava Ivanka,18.8 °C,JV,6 m/s,,Oblačno,
Aktuálny stav počasia - 05.10.2021 - 11:00 LSEČ,Bratislava Koliba,17.8 °C,V,3 m/s,,Oblačno,
Aktuálny stav počasia - 05.10.2021 - 12:00 LSEČ,Bratislava - Mlynská Dolina,20.1 °C,JV,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 12:00 LSEČ,Bratislava Ivanka,19.6 °C,V,6 m/s,,Oblačno,
Aktuálny stav počasia - 05.10.2021 - 12:00 LSEČ,Bratislava Koliba,19.2 °C,V,3 m/s,,Oblačno,
Aktuálny stav počasia - 05.10.2021 - 12:00 LSEČ,Bratislava - Mlynská Dolina,20.1 °C,JV,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 12:00 LSEČ,Bratislava Ivanka,19.6 °C,V,6 m/s,,Oblačno,
Aktuálny stav počasia - 05.10.2021 - 12:00 LSEČ,Bratislava Koliba,19.2 °C,V,3 m/s,,Oblačno,
Aktuálny stav počasia - 05.10.2021 - 13:00 LSEČ,Bratislava - Mlynská Dolina,21.5 °C,JV,5 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 13:00 LSEČ,Bratislava Ivanka,21.9 °C,JV,7 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 05.10.2021 - 13:00 LSEČ,Bratislava Koliba,21.5 °C,PREM,2 m/s,,Takmer jasno,
Aktuálny stav počasia - 05.10.2021 - 13:00 LSEČ,Bratislava - Mlynská Dolina,21.5 °C,JV,5 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 13:00 LSEČ,Bratislava Ivanka,21.9 °C,JV,7 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 05.10.2021 - 13:00 LSEČ,Bratislava Koliba,21.5 °C,PREM,2 m/s,,Takmer jasno,
Aktuálny stav počasia - 05.10.2021 - 14:00 LSEČ,Bratislava - Mlynská Dolina,22.9 °C,JV,5 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 14:00 LSEČ,Bratislava - Mlynská Dolina,22.9 °C,JV,5 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 15:00 LSEČ,Bratislava - Mlynská Dolina,23.1 °C,V,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 15:00 LSEČ,Bratislava - Mlynská Dolina,23.1 °C,V,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 16:00 LSEČ,Bratislava - Mlynská Dolina,23.2 °C,JV,4 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 16:00 LSEČ,Bratislava Ivanka,23.2 °C,JV,9 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 05.10.2021 - 16:00 LSEČ,Bratislava Koliba,22.7 °C,PREM,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 16:00 LSEČ,Bratislava - Mlynská Dolina,23.2 °C,JV,4 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 16:00 LSEČ,Bratislava Ivanka,23.2 °C,JV,9 m/s,,Malá oblačnosť,
Aktuálny stav počasia - 05.10.2021 - 16:00 LSEČ,Bratislava Koliba,22.7 °C,PREM,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 17:00 LSEČ,Bratislava - Mlynská Dolina,22.9 °C,JV,4 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 17:00 LSEČ,Bratislava Ivanka,22.4 °C,JV,6 m/s,,Oblačno,
Aktuálny stav počasia - 05.10.2021 - 17:00 LSEČ,Bratislava Koliba,21.7 °C,PREM,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 17:00 LSEČ,Bratislava - Mlynská Dolina,22.9 °C,JV,4 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 17:00 LSEČ,Bratislava Ivanka,22.4 °C,JV,6 m/s,,Oblačno,
Aktuálny stav počasia - 05.10.2021 - 17:00 LSEČ,Bratislava Koliba,21.7 °C,PREM,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 18:00 LSEČ,Bratislava - Mlynská Dolina,21.6 °C,JV,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 18:00 LSEČ,Bratislava Ivanka,21.4 °C,JV,6 m/s,,Oblačno,
Aktuálny stav počasia - 05.10.2021 - 18:00 LSEČ,Bratislava Koliba,20.6 °C,PREM,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 18:00 LSEČ,Bratislava - Mlynská Dolina,21.6 °C,JV,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 18:00 LSEČ,Bratislava Ivanka,21.4 °C,JV,6 m/s,,Oblačno,
Aktuálny stav počasia - 05.10.2021 - 18:00 LSEČ,Bratislava Koliba,20.6 °C,PREM,3 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 19:00 LSEČ,Bratislava - Mlynská Dolina,20.8 °C,JV,5 m/s,,,
Aktuálny stav počasia - 05.10.2021 - 19:00 LSEČ,Bratislava Ivanka,19.2 °C,JV,5 m/s,,Takmer zamračené,
Aktuálny stav počasia - 05.10.2021 - 19:00 LSEČ,Bratislava Koliba,19.7 °C,PREM,2 m/s,,,
